Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan
"
        Dự án Keangnam, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",8450000000.0,206.0,4,3,Tây-Nam,Đông-Nam,Nội thất nhập khẩu.,Tập đoàn Keangnam Enterprise,922 căn hộ,21.0168495178223,105.783973693848,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",1750000000.0,38.0,1,1,Đông-Nam,Tây-Bắc,"Nội thất nhận bàn giao CĐT (Điều hòa âm trần, sàn, vệ sinh, nóng lạnh, trần, thiết bị chiếu sáng, bếp... ). ",Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội
    ",2400000000.0,90.14,3,2,Tây-Bắc,Đông-Nam,,Công ty CP Đầu tư Văn Phú - Invest,1328 căn hộ cao cấp và khu nhà ở thấp tầng với 166 căn liền kề,20.972412109375,105.761528015137,Tin thường,Hà Đông
"
        Dự án The Golden Palm Lê Văn Lương, 21 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3350000000.0,85.8,2,2,Tây-Bắc,Đông-Nam,"Nội thất cao cấp: Tất cả các phòng đều có điều hòa, 3 bình nóng lạnh, bếp từ cao cấp, hút mùi, hệ thống tủ bếp,...",Công ty CP xây dựng số 1 Hà Nội,Gồm 3 tầng hầm và 27 tầng nổi,21.006311416626,105.807479858398,Tin thường,Thanh Xuân
"
        Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội
    ",690000000.0,45.0,1,1,Đông-Nam,Đông-Nam,Nội thất cơ bản đầy đủ.,,,21.0556973,105.80880330000001,Tin thường,Tây Hồ
"
        Dự án Oriental Westlake, 174 Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội
    ",3500000000.0,87.0,2,2,Đông-Bắc,Tây-Bắc,"Bàn giao full nội thất liền tường gồm: Cửa chính và cửa ngăn phòng, sàn gỗ, trần thạch cao, tủ âm tường, tủ giày, điều hòa, tủ bếp, bếp từ, máy hút mùi, thiết bị vệ sinh đầy đủ.",Công ty CP xây dựng số 1 Hà Nội,2 hầm và 15 tầng nổi,21.0519065856934,105.80905914306601,Tin thường,Tây Hồ
"
        Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",2150000000.0,116.0,3,2,Đông-Bắc,Đông-Nam,Full thiết bị gắn tường cơ bản.,Công ty CP Đầu tư Hải Phát,Gồm 2 tòa (1 tòa 35 tầng và 1 tòa 50 tầng),20.973667144775398,105.75871276855499,Tin thường,Hà Đông
"
        Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4000000000.0,80.0,2,2,Đông-Nam,Đông-Nam,Full nội thất liền tường cao cấp 5 sao.,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường,Cầu Giấy
"
        Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",7800000000.0,154.0,3,0,Đông-Nam,Tây-Bắc,,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"3 block 21 tầng, 594 căn hộ",21.0786514282227,105.802612304688,Tin thường,Bắc Từ Liêm
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",850000000.0,53.4,1,1,Đông-Nam,Tây-Bắc,"Nội thất gồm: Tủ bếp, bàn bếp, tủ, bếp, rèm, giàn phơi auto, full nội thất gắn tường",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông
"
        Dự án Chung cư 158 Nguyễn Sơn, Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội
    ",2000000000.0,51.76,2,2,Đông-Nam,Tây-Bắc,"Hoàn thiện đầy đủ nội thất liền tường.
+ Sàn gỗ, trần thạch cao, thiết bị chiếu sáng, sơn bả.
+ Điều hòa âm trần Daikin Inverter tiết kiệm điện, tủ bếp, bếp từ, hút mùi nhập khẩu Đức.",Công TNHH Bắc Chương Dương,"1 tòa tháp thương mại văn phòng cho thuê, nhà ở và 48 căn liền kề cao cấp",21.0456924438477,105.880599975586,Tin thường,Long Biên
"
        Berriver Long Biên, 390, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",3800000000.0,109.0,3,2,Đông-Nam,Đông-Nam,Nội thất bàn giao cơ bản: Sàn gạch phòng khách cao cấp. Sàn gỗ phòng ngủ cao cấp. Thiết bị vệ sinh ToTo. Thiết bị chiếu sáng. Trần tường sơn bả cao cấp.,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường,Long Biên
"
        Dự án Tây Hồ Residence, Phường Xuân La, Tây Hồ, Hà Nội
    ",5500000000.0,107.0,3,2,Đông-Nam,Đông-Nam,Full đồ cao cấp.,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường,Tây Hồ
"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",2700000000.0,88.5,3,2,Tây-Bắc,Tây-Nam,"Đã trang bị sẵn sàn gỗ, tủ bếp, thiết bị vệ sinh, hệ thống đèn chiếu sáng, điện nước đầy đủ.",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường,Long Biên
"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",2400000000.0,62.0,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường,Tây Hồ
"
        Dự án Sun Grand City, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",6200000000.0,96.0,2,2,Đông-Bắc,Tây-Nam,Đã hoàn thiện nội thất cao cấp.,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.04117202758789,105.825096130371,Tin thường,Tây Hồ
"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3800000000.0,100.0,3,2,Bắc,Nam,"Nội thất gắn tường cao cấp từ Đức, Ý: Trần thạch cao, nẹp phào tường, đèn chùm phòng khách, sàn gỗ cao cấp, khóa từ kỹ thuật số, tủ bếp trên và dưới, bếp từ, hút mùi, chậu rửa, sen vòi, thiết bị bếp.",Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường,Tây Hồ
"
        Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",4000000000.0,86.0,3,2,Tây,Đông,"Full nội thất cao cấp: Trần sàn, điều hòa âm trần, cửa chống cháy, tủ bếp trên dưới, bếp từ hút mùi, thiết bị bếp thiết bị vệ sinh.",Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường,Tây Hồ
"
        Dự án Sun Grand City Ancora Residence, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",4600000000.0,90.0,2,2,Đông-Bắc,Tây-Nam,,Tập đoàn Sun Group,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,Tin thường,Hai Bà Trưng
"
        Dự án The Two Residence - Gamuda Garden, Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",2250000000.0,78.0,2,2,Đông-Bắc,Tây-Nam,,Công ty TNHH Gamuda Land Việt Nam,"Gồm 2 tòa hình chữ L cao 27 tầng và 30 tầng, 3 dãy nhà phố thương mại",20.970058441162106,105.87777709960899,Tin thường,Hoàng Mai
"
        Phố Láng Hạ, Ba Đình, Hà Nội
    ",2150000000.0,60.0,2,1,Đông-Bắc,Tây-Nam,Đầy đủ để lại toàn bộ đồ đạc.,,,21.022687100000002,105.8194995,Tin thường,Ba Đình
"
        Tháp doanh nhân Tower, Số 1, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1970000000.0,90.0,3,2,Đông-Bắc,Tây-Nam,Cơ bản,Tập đoàn Anh Quân Strong ,"Dự án bao gồm 5 tầng hầm và 45 tầng nổi, 02 tầng lửng",20.9753150939941,105.78067779541,Tin thường,Hà Đông
"
        Goldmark City, 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2450000000.0,99.0,3,2,Tây-Bắc,Đông-Nam,Full đồ,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Dự án Sun Grand City Ancora Residence, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",7300000000.0,130.0,3,3,Tây-Bắc,Đông-Nam,,Tập đoàn Sun Group,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,Tin thường,Hai Bà Trưng
"
        Dự án Tháp doanh nhân Tower, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1470000000.0,65.0,2,2,Đông-Nam,Tây-Bắc,"Nội thất cơ bản chủ đầu tư gồm: Full sàn gỗ, thiết bị vệ sinh đầy đủ, trần thạch cao, hệ thống cửa, đèn điện chiếu sáng...",Tập đoàn Anh Quân Strong ,"Dự án bao gồm 5 tầng hầm và 45 tầng nổi, 02 tầng lửng",20.9753150939941,105.78067779541,Tin thường,Hà Đông
"
        Dự án Sun Grand City Ancora Residence, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",4350000000.0,78.0,2,2,Đông-Nam,Tây-Bắc,,Tập đoàn Sun Group,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,Tin thường,Hai Bà Trưng
"
        Số 39C, Phố Hai Bà Trưng, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội
    ",3400000000.0,53.0,2,2,Đông-Nam,Tây-Bắc,"Sàn gỗ, bàn ghế, điều hòa, giường tủ, tủ bếp...",,,21.0260082,105.8468436,Tin thường,Hoàn Kiếm
"
        Dự án Tháp doanh nhân Tower, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1300000000.0,57.0,2,1,Bắc,Đông-Nam,,Tập đoàn Anh Quân Strong ,"Dự án bao gồm 5 tầng hầm và 45 tầng nổi, 02 tầng lửng",20.9753150939941,105.78067779541,Tin thường,Hà Đông
"
        Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3400000000.0,85.0,2,2,Tây-Bắc,Đông-Nam,Full đồ NT.,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Gồm 50 tòa tháp cao 17, 20, 23 tầng, 2500 biệt thự",21.0639667510986,105.805503845215,Tin thường,Tây Hồ
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",2750000000.0,74.0,3,2,Tây-Bắc,Đông-Nam,Nội thất: Thô như CĐT.,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2750000000.0,64.0,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Đại Việt Trí Tuệ,Gồm 2 tòa nhà cao 30 tầng,20.9981651306152,105.80150604247999,Tin thường,Thanh Xuân
"
        Dự án Sun Grand City Ancora Residence, Số 3, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",9200000000.0,162.0,4,3,Tây-Bắc,Đông-Nam,Đầy đủ nội thất.,Tập đoàn Sun Group,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,Tin thường,Hai Bà Trưng
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",3419000000.0,134.0,4,3,Tây-Nam,Đông-Bắc,Bàn giao thô,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",900000000.0,45.0,1,1,Đông-Bắc,Tây-Nam,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,Gồm 3 tòa A - B - C cạnh nhau và cao 40 tầng,20.96473503112789,105.826362609863,Tin thường,Hoàng Mai
"
        Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",5500000000.0,114.0,3,2,Nam,Đông,Full đồ NT.,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường,Tây Hồ
"
        Dự án Việt Đức Complex, 39 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2450000000.0,80.64,2,2,Đông-Nam,Tây-Bắc,"Cơ bản: Sàn gỗ, thạch cao, thiết bị vệ sinh To To.",Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp,Gồm 2 tòa nhà  cao 23 tầng & 2 tòa nhà cao 27 tầng với 3 tầng hầm và 3 tầng văn phòng,20.9996452331543,105.799385070801,Tin thường,Thanh Xuân
"
        Dự án PentStudio, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3400000000.0,75.0,1,2,Tây-Bắc,Đông-Nam,,Công ty TNHH Đầu tư C.T.L,Gồm 18 tầng nổi và 3 tầng hầm,21.0640926361084,105.80973815917999,Tin thường,Tây Hồ
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3890000000.0,104.0,3,2,Đông-Nam,Tây-Bắc,,Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3120000000.0,79.0,2,2,Tây-Bắc,Đông-Nam,,Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3300000000.0,75.0,2,2,Tây-Bắc,Đông-Nam,,Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0197982788086,105.780708312988,Tin thường,Nam Từ Liêm
"
        Dự án D' EL Dorado, Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội
    ",3500000000.0,76.0,2,2,Đông-Nam,Tây-Bắc,Full đồ NT.,Tân Hoàng Minh Group,Gồm 1 tòa nhà cap 27 tầng và 3 tầng hầm,21.069709777832,105.811210632324,Tin thường,Tây Hồ
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5500000000.0,117.0,3,2,Bắc,Nam,"- Nội thất căn hộ : tivi, tủ lạnh ,máy giặt, giường tủ, sofa,bàn ăn,điều hòa âm trần , bếp điện, tủ bếp, tủ âm tường,sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...",Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường,Hai Bà Trưng
"
        Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",955000000.0,65.0,2,2,Đông-Nam,Tây-Bắc,"Đủ đồ nội thất gồm: Bếp full đồ nhập Đức, tủ lạnh 600l, tivi, điều hòa, nóng lạnh, bàn ghế, tủ giày, giường, tủ quần áo, bàn ăn, máy giặt...",Tập đoàn Mường Thanh,"Gồm 3 khu đô thị, trong đó có chung cư, nhà thấp tầng, nhà liền kề, biệt thự",20.9397029876709,105.787254333496,Tin thường,Hà Đông
"
        Dự án Sunshine Riverside, Phường Nhật Tân, Tây Hồ, Hà Nội
    ",2850000000.0,61.79,2,2,Tây,Đông,Full đồ Nội thất,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường,Tây Hồ
"
        Dự án D’. Le Pont D’or - Hoàng Cầu, 36 Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội
    ",4990000000.0,100.0,3,2,Tây,Đông,Full nội thất.,Tân Hoàng Minh Group,"Gồm 2 tòa nhà 23 tầng, 4 tầng hầm",21.0194931030273,105.82234191894501,Tin thường,Đống Đa
"
        Dự án Stellar Garden, 35 Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2250000000.0,91.5,2,2,Đông-Bắc,Tây-Nam,Cơ bản chủ đầu tư.,,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường,Thanh Xuân
"
        Dự án Seasons Avenue, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",3000000000.0,94.0,3,2,Đông-Nam,Tây-Nam,Nội thất cơ bản,Tập đoàn CapitaLand,"Gồm 4 tòa nhà cao 40 tầng, S1, S2, S3, S4",20.987026214599602,105.786834716797,Tin thường,Hà Đông
"
        Dự án Sunshine Green Iconic, Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội
    ",2900000000.0,88.0,2,2,Tây,Đông-Nam,"- Hệ thống kính Low - E. - Sàn gạch Ceramic/ Porcelain: Atlas Concorde. - Khoá cửa 4 tính năng thẻ, chìa khoá cơ, mật mã, vân tay: Hafele/Dormakaba. - Tủ bếp: Casta. - Trang thiết bị bếp: Hafele/Frank",Công ty CP Tập đoàn Sunshine,,21.0407333374023,105.89656066894501,Tin thường,Long Biên
"
        Dự án Booyoung, Phố 36, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2500000000.0,95.54,3,2,Tây,Đông,,Công ty Booyoung,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,Tin thường,Hà Đông
"
        Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",3400000000.0,73.2,2,2,Tây,Đông,"Full đồ Bosch, ToTo.",Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường,Tây Hồ
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3350000000.0,79.0,2,2,Nam,Bắc,,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường,Hai Bà Trưng
"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",2150000000.0,54.0,2,1,Đông-Bắc,Tây-Nam,"Hoàn thiện cơ bản chủ đầu tư. Nhà chưa có ai ở nội thất cơ bản chủ đầu tư (điều hòa âm trần, thiết bị vệ sinh, sàn gỗ, tủ bếp, bếp từ. ).",Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường,Nam Từ Liêm
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",950000000.0,62.0,2,2,Tây-Bắc,Đông-Nam,"Nội thất để lại: Sàn gỗ, tủ bếp, nóng lạnh, điều hòa, tủ quần áo và một số đồ đạc khác ",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông
"
        Dự án Anland Lake View, Đường Ngô Thì Nhậm, Phường Dương Nội, Hà Đông, Hà Nội
    ",2120000000.0,73.0,2,2,Đông-Nam,Đông-Nam,"Full nội thất cao cấp: Sàn gỗ 12mm, thiết bị bếp Hafele, thiết bị vệ sinh Toto, điều hòa Daikin 2 chiều,...",Công ty CP Tập đoàn Nam Cường Hà Nội,GĐ1 gồm 2 tháp A-B cao 34 tầng,20.9830436706543,105.757339477539,Tin thường,Hà Đông
"
        Dự án New Horizon City - 87 Lĩnh Nam, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội
    ",2000000000.0,76.0,2,2,Đông-Nam,Tây-Bắc,Nội thất cơ bản.,Công ty CP Xây dựng và Kỹ thuật Việt Nam ,"Gồm 4 tòa nhà cao từ 19-30 tầng, 2 tầng hầm liên thông khối đế",20.9894237518311,105.866561889648,Tin thường,Hoàng Mai
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2800000000.0,70.0,2,2,Đông-Nam,Tây-Bắc,"Sàn, thiết bị WC cao cấp của Đức...",Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường,Cầu Giấy
"
        Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3500000000.0,90.0,3,2,Đông-Nam,Tây-Bắc,"Gia đình tặng kèm bộ nội thất siêu đẹp, do chính tay chủ nhà thiết kế và hoàn thiện. (Nội thất cam kết như hình bên dưới).",Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường,Hai Bà Trưng
"
        Dự án HP Landmark Tower, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1750000000.0,95.3,3,2,Tây-Nam,Đông-Bắc,,Công ty CP Bất động sản Hải Phát,Tòa nhà cao 45 tầng,20.9760246276855,105.761596679688,Tin thường,Hà Đông
"
        Sun Square, 21, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",3500000000.0,115.0,3,2,Tây-Nam,Đông-Bắc,Full. Đầy đủ từ đôi đũa trở lên.,Công ty CP Đầu tư Phát triển Đô thị Thăng Long,"Gồm 2 tòa tháp chung cư cao 34 tầng, 2 tòa văn phòng 17 tầng, 1 nhà Club House, 1 tòa nhà 25 tầng kết hợp văn phòng và căn hộ cho thuê",21.033765792846697,105.770301818848,Tin thường,Nam Từ Liêm
"
        Dự án Northern Diamond, Long Biên, Hà Nội
    ",2700000000.0,94.5,2,2,Tây-Nam,Đông-Bắc,"Nội thất gỗ An Cường, phong cách hiện đại. Đầy đủ WC, bàn ăn, giường tủ,...",Công ty CP Xây dựng Sông Hồng - Incomex,Gồm 2 tòa tháp cao 19 tầng,21.031446456909197,105.900825500488,Tin thường,Long Biên
"
        Indochina Plaza, 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4500000000.0,93.0,2,2,Tây-Nam,Đông-Bắc,"Mới 100%, full nội thất",Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường,Cầu Giấy
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",5500000000.0,112.0,3,2,Đông-Nam,Tây-Bắc,,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường,Cầu Giấy
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",3300000000.0,70.0,2,2,Đông-Nam,Tây-Bắc,Full đồ nội thất cao cấp.,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường,Cầu Giấy
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",960000000.0,63.0,2,2,Đông-Bắc,Tây-Nam,"Sàn gỗ, tủ bếp, nóng lạnh, thiết bị vệ sinh.",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",2250000000.0,80.0,3,2,Đông-Nam,Đông-Nam,Cơ bản.,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2800000000.0,82.0,2,2,Tây-Bắc,Đông-Nam,"Nội thất cơ bản chủ đầu tư gồm bếp, bình nóng lạnh điều hòa.",Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường,Hai Bà Trưng
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",4649000000.0,161.8,4,3,Tây-Nam,Đông-Bắc,Hoàn thiện cơ bản của chủ đầu tư.,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Dự án D' EL Dorado, đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội
    ",5100000000.0,76.23,2,2,Đông-Bắc,Đông-Bắc,Full nội thất.,Tân Hoàng Minh Group,Gồm 1 tòa nhà cap 27 tầng và 3 tầng hầm,21.069709777832,105.811210632324,Tin thường,Tây Hồ
"
        Dự án KĐT Vĩnh Hoàng, Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội
    ",2200000000.0,103.0,3,2,Tây,Nam,"- Đầy đủ nội thất bên trong: Sàn gỗ, thiết bị vệ sinh, điều hòa, bếp ga.",Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,"109 căn nhà vườn, biệt thự",20.9846973419189,105.866157531738,Tin thường,Hoàng Mai
